Age,Gender,EducationBackground,MaritalStatus,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,EmpDepartment_Freq,EmpJobRole_Freq
28,1,4,1,2,10,1,4,74,3,1,2,1,0,22,2,1,5,3,1,0,0.0,0,0,4,0.31083333333333335,0.0575
38,1,1,1,1,3,4,3,44,3,1,3,3,0,16,1,8,2,3,2,2,1.0986122886681098,2,0,3,0.28583333333333333,0.0125
50,1,4,1,2,2,4,2,62,3,5,3,2,1,11,4,28,2,2,8,1,2.0794415416798357,7,0,3,0.28583333333333333,0.0125
37,0,1,2,2,3,3,4,35,3,2,2,3,0,15,1,8,3,2,4,3,0.0,1,0,3,0.28583333333333333,0.0275
40,1,3,1,2,26,3,3,74,3,2,1,1,0,14,2,8,3,2,7,7,2.0794415416798357,5,0,3,0.31083333333333335,0.225
26,0,4,0,1,1,1,1,66,2,1,3,1,0,13,3,5,5,3,5,3,0.6931471805599453,3,0,2,0.28583333333333333,0.06416666666666666
54,0,5,1,2,2,4,3,41,2,3,3,6,0,11,2,13,4,3,9,4,2.0794415416798357,0,0,3,0.31083333333333335,0.225
56,0,4,1,1,9,3,1,63,3,1,3,2,0,19,2,18,4,3,5,4,0.0,3,0,3,0.28583333333333333,0.0125
36,0,4,2,2,12,5,4,51,2,3,4,0,0,11,2,15,2,2,14,8,2.0794415416798357,8,0,3,0.28583333333333333,0.0275
55,1,4,2,0,2,1,3,40,2,4,1,7,0,15,2,28,3,4,9,7,1.9459101490553132,2,0,4,0.28583333333333333,0.0425
43,1,4,0,2,25,3,3,79,2,3,4,5,0,13,3,18,5,3,1,0,0.0,0,0,3,0.31083333333333335,0.225
20,0,3,2,1,9,3,4,54,3,1,4,1,1,14,2,2,3,3,2,2,0.0,2,1,3,0.31083333333333335,0.0575
21,0,5,2,2,10,3,3,36,2,1,1,1,0,13,1,1,6,2,1,0,0.6931471805599453,0,1,3,0.28583333333333333,0.0125
46,0,5,0,2,8,4,4,74,2,2,1,8,1,23,1,19,2,3,16,11,0.6931471805599453,7,0,4,0.28583333333333333,0.0125
28,1,2,2,0,24,2,2,72,2,3,1,1,0,12,1,10,2,2,10,7,0.6931471805599453,9,1,2,0.28583333333333333,0.0125
26,1,4,1,2,1,2,1,59,2,1,1,1,0,16,1,6,2,3,5,3,0.6931471805599453,3,0,2,0.28583333333333333,0.05333333333333334
30,1,1,1,2,20,3,3,85,3,2,1,0,0,15,3,7,1,2,6,2,0.0,2,0,3,0.28583333333333333,0.0125
38,0,5,1,2,17,1,3,65,2,3,3,0,0,18,1,20,4,2,19,9,0.6931471805599453,9,0,3,0.28583333333333333,0.0275
40,1,2,1,2,20,4,1,61,3,3,4,4,0,20,4,14,6,3,11,10,2.3978952727983707,1,0,2,0.28583333333333333,0.0125
27,1,5,1,0,8,5,1,87,1,1,3,1,0,19,4,3,4,3,3,2,0.6931471805599453,2,0,2,0.28583333333333333,0.0125
55,1,5,1,1,2,1,4,65,3,3,2,3,0,18,2,23,4,3,3,2,0.6931471805599453,2,0,3,0.28583333333333333,0.07833333333333334
44,1,4,1,2,1,2,2,91,2,3,1,8,0,14,4,24,1,3,20,6,1.3862943611198906,6,1,2,0.045,0.0375
33,0,4,2,1,29,4,1,54,2,2,3,1,0,22,2,14,4,3,13,7,1.3862943611198906,8,1,2,0.28583333333333333,0.06416666666666666
34,1,5,2,1,3,1,1,45,3,2,4,0,0,17,3,7,1,2,6,2,0.0,4,0,3,0.28583333333333333,0.0275
25,1,2,1,2,4,1,4,32,3,1,4,1,1,15,2,7,3,4,7,7,1.791759469228055,6,1,3,0.28583333333333333,0.07833333333333334
26,1,4,0,2,21,3,1,37,3,1,3,1,0,20,3,1,0,2,1,1,0.0,0,1,4,0.28583333333333333,0.07833333333333334
42,1,4,1,2,2,2,4,35,3,4,1,0,0,17,4,23,3,3,20,6,2.3978952727983707,7,0,3,0.28583333333333333,0.0425
28,1,4,0,1,1,3,1,45,2,1,2,1,0,15,1,1,2,3,1,0,0.0,0,1,3,0.28583333333333333,0.07833333333333334
50,1,1,2,1,1,4,4,81,3,2,3,3,1,14,4,5,4,3,1,0,0.0,0,1,3,0.31083333333333335,0.225
33,0,5,1,1,7,3,4,30,3,2,2,0,0,17,3,4,3,3,3,2,0.0,2,0,3,0.31083333333333335,0.225
34,1,5,1,0,3,4,3,40,2,1,4,3,0,17,4,6,2,3,1,0,0.0,0,0,3,0.28583333333333333,0.06416666666666666
48,1,4,2,0,1,4,1,35,4,4,4,2,0,22,3,27,3,2,5,4,1.0986122886681098,1,0,2,0.28583333333333333,0.07833333333333334
45,0,5,1,0,9,4,2,65,2,2,3,1,0,13,4,15,2,3,15,10,1.6094379124341003,10,0,2,0.31083333333333335,0.225
52,1,5,2,2,7,4,2,87,3,3,2,7,0,19,4,18,4,3,8,6,1.6094379124341003,0,0,2,0.28583333333333333,0.0275
38,1,3,0,2,10,4,3,73,2,3,3,0,1,14,2,9,2,3,8,7,1.0986122886681098,7,0,3,0.31083333333333335,0.225
29,0,5,0,2,28,4,3,93,3,1,4,4,0,22,1,11,1,3,7,5,0.6931471805599453,7,0,4,0.28583333333333333,0.07833333333333334
28,0,4,0,2,3,3,4,93,3,3,2,0,0,17,2,10,3,2,9,7,0.6931471805599453,7,0,3,0.28583333333333333,0.0275
46,1,3,1,2,3,1,1,52,3,4,3,3,0,12,4,23,3,3,12,9,1.6094379124341003,9,0,2,0.31083333333333335,0.0425
38,1,3,2,2,2,2,4,32,3,3,2,7,0,16,3,10,2,3,1,0,0.0,0,0,3,0.31083333333333335,0.225
39,1,5,0,1,2,3,1,84,3,4,4,7,0,11,4,21,4,3,18,7,2.3978952727983707,5,1,2,0.28583333333333333,0.0275
40,1,4,2,2,14,3,3,44,2,5,3,1,0,14,1,21,2,4,20,7,1.6094379124341003,9,0,3,0.28583333333333333,0.07833333333333334
39,1,5,2,0,9,3,3,70,3,2,2,8,0,15,3,9,2,2,5,4,0.0,3,0,3,0.28583333333333333,0.05333333333333334
36,1,5,2,0,18,4,1,78,3,2,4,2,0,20,1,18,0,3,11,9,0.0,9,0,3,0.28583333333333333,0.0275
31,1,5,1,1,20,3,3,67,4,1,4,0,0,12,1,3,4,3,2,2,1.0986122886681098,2,0,3,0.31083333333333335,0.0575
28,1,5,1,2,2,1,1,67,2,1,2,0,0,17,1,6,2,1,5,3,0.0,4,0,3,0.28583333333333333,0.07833333333333334
35,1,3,0,1,11,2,4,54,3,2,4,1,0,11,4,5,3,3,5,2,0.0,2,0,3,0.31083333333333335,0.225
49,1,2,1,2,8,4,4,56,2,4,2,6,0,17,2,22,3,3,9,8,1.0986122886681098,3,0,3,0.31083333333333335,0.225
34,1,5,2,1,2,2,4,95,3,2,3,2,0,11,4,5,3,2,3,2,0.0,2,0,3,0.28583333333333333,0.07833333333333334
29,0,5,0,1,10,3,4,61,3,1,2,0,0,14,4,8,2,2,7,5,0.6931471805599453,1,0,3,0.28583333333333333,0.06416666666666666
42,1,4,2,2,29,3,2,56,1,2,4,4,0,19,1,16,3,3,1,0,0.0,0,0,3,0.28583333333333333,0.05333333333333334
29,1,4,1,2,8,1,2,79,2,2,4,1,1,15,3,10,2,2,10,7,0.6931471805599453,2,0,2,0.28583333333333333,0.0275
28,1,5,0,1,6,3,3,39,2,1,3,1,1,14,4,3,2,3,3,1,0.0,2,0,3,0.28583333333333333,0.06416666666666666
18,1,4,2,0,8,1,3,80,3,1,3,1,0,12,4,1,0,3,1,0,0.0,0,1,3,0.28583333333333333,0.05333333333333334
33,0,3,2,2,9,4,1,77,3,2,1,0,1,17,1,6,3,3,5,2,0.0,3,1,3,0.31083333333333335,0.225
41,1,5,1,2,12,4,2,46,3,1,4,3,1,11,1,6,4,3,1,0,0.0,0,0,3,0.28583333333333333,0.05333333333333334
31,1,4,1,1,15,3,3,72,3,1,3,1,0,12,3,2,5,2,2,2,1.0986122886681098,2,1,3,0.28583333333333333,0.05333333333333334
37,0,4,0,2,25,2,3,52,2,2,4,7,0,13,3,9,2,3,6,2,0.6931471805599453,3,0,3,0.28583333333333333,0.0275
27,1,5,1,2,6,3,4,55,2,1,3,1,0,13,3,4,0,3,4,2,1.0986122886681098,2,0,3,0.28583333333333333,0.06416666666666666
34,0,5,1,2,9,1,2,70,3,2,3,1,0,20,1,6,3,2,6,5,0.6931471805599453,3,0,2,0.31083333333333335,0.225
35,1,2,2,2,8,4,3,100,3,1,3,1,0,17,2,6,2,1,5,4,0.6931471805599453,4,0,2,0.045,0.0375
29,0,5,1,2,23,1,4,45,2,3,1,1,0,13,1,11,3,1,11,8,1.3862943611198906,10,1,2,0.31083333333333335,0.225
40,0,4,2,1,9,4,2,88,3,3,3,8,0,17,3,20,3,2,18,7,1.0986122886681098,10,0,2,0.28583333333333333,0.015833333333333335
42,1,5,2,1,12,3,3,44,3,4,1,0,1,12,2,22,2,2,20,9,2.3978952727983707,10,1,3,0.31083333333333335,0.225
42,1,3,2,2,4,4,2,45,3,2,1,7,0,13,4,9,3,4,6,4,0.6931471805599453,5,0,4,0.31083333333333335,0.225
24,1,4,2,2,24,3,4,49,3,1,2,8,0,22,4,6,2,3,4,3,0.6931471805599453,2,0,4,0.28583333333333333,0.05333333333333334
28,0,5,1,2,12,1,3,79,3,1,4,1,1,11,4,1,4,2,1,1,0.0,0,1,3,0.28583333333333333,0.07833333333333334
26,1,4,1,2,3,4,1,82,4,1,4,1,0,22,2,8,2,3,8,7,0.0,7,0,3,0.28583333333333333,0.07833333333333334
30,1,3,1,2,10,3,3,72,2,2,3,1,0,18,1,10,3,3,10,3,0.6931471805599453,4,0,3,0.31083333333333335,0.225
40,0,4,1,1,26,2,3,92,2,2,4,3,1,13,4,16,3,1,1,1,0.0,0,0,3,0.28583333333333333,0.06416666666666666
35,1,5,0,2,2,3,3,44,2,3,2,2,0,18,2,15,2,4,7,7,1.9459101490553132,4,0,3,0.28583333333333333,0.0275
34,1,4,2,1,1,3,4,97,2,2,1,0,0,20,3,14,3,3,13,9,1.6094379124341003,9,0,4,0.28583333333333333,0.0275
35,1,1,1,1,4,4,4,47,2,1,4,1,0,13,2,2,2,4,2,2,1.0986122886681098,2,0,3,0.28583333333333333,0.05333333333333334
43,0,3,2,2,9,3,1,85,1,2,3,8,0,13,2,7,2,2,4,3,0.6931471805599453,3,1,2,0.31083333333333335,0.225
32,0,5,0,0,2,1,3,76,3,1,1,1,0,12,3,1,3,3,1,0,0.0,0,0,3,0.31083333333333335,0.0575
56,0,2,0,2,4,4,4,92,3,5,1,4,0,13,4,28,2,3,5,2,1.6094379124341003,2,0,3,0.28583333333333333,0.0425
29,0,4,1,2,6,1,2,54,3,1,4,1,0,13,1,10,5,3,10,8,0.0,8,0,3,0.28583333333333333,0.07833333333333334
19,1,5,2,2,9,2,3,54,3,1,1,1,0,25,3,1,4,3,1,1,0.0,0,0,4,0.28583333333333333,0.06416666666666666
45,0,4,1,2,7,3,1,83,3,1,3,4,1,19,3,7,2,2,3,2,0.0,2,0,3,0.28583333333333333,0.07833333333333334
37,0,5,1,2,1,3,4,56,2,2,4,1,0,13,2,14,2,2,14,8,1.3862943611198906,10,0,3,0.28583333333333333,0.0275
44,1,5,2,2,10,4,3,96,3,1,3,1,1,11,3,6,4,3,6,4,0.0,2,1,3,0.28583333333333333,0.07833333333333334
53,0,4,0,2,7,2,4,50,3,5,3,3,0,18,2,26,6,3,7,7,1.6094379124341003,7,0,3,0.28583333333333333,0.07833333333333334
22,1,5,1,1,3,4,3,48,2,1,4,0,1,11,2,1,5,3,1,0,0.0,0,1,3,0.28583333333333333,0.07833333333333334
46,0,3,1,2,2,3,3,69,3,4,1,8,0,23,1,28,2,3,20,11,2.3978952727983707,9,0,4,0.31083333333333335,0.0425
44,1,5,2,0,17,3,4,74,1,1,3,2,0,13,4,6,3,3,1,0,0.0,0,0,3,0.28583333333333333,0.06416666666666666
33,1,0,1,2,2,3,2,99,3,1,3,1,0,13,4,5,2,3,5,4,0.6931471805599453,4,0,2,0.045,0.0375
30,1,5,0,2,29,4,3,61,3,2,1,8,0,19,3,8,3,3,4,3,0.0,3,0,3,0.31083333333333335,0.225
40,1,4,1,1,2,4,2,62,3,2,2,5,0,12,4,5,2,3,1,0,0.0,0,0,3,0.31083333333333335,0.225
50,0,4,1,1,2,3,4,30,3,4,1,2,0,22,3,28,3,3,2,2,1.0986122886681098,2,0,4,0.28583333333333333,0.07833333333333334
46,1,5,1,2,15,2,4,52,3,5,2,5,0,11,1,25,2,3,4,2,0.0,3,0,3,0.28583333333333333,0.07833333333333334
35,1,5,1,2,17,4,3,94,3,2,1,3,1,15,4,15,2,3,7,7,0.6931471805599453,7,0,3,0.31083333333333335,0.225
24,0,5,1,2,17,2,4,97,3,1,2,1,0,13,1,1,3,1,1,0,0.0,0,1,3,0.28583333333333333,0.05333333333333334
33,0,4,1,1,25,3,2,82,3,2,3,1,0,12,1,10,3,2,10,7,0.0,1,0,3,0.31083333333333335,0.225
36,1,5,0,2,6,4,3,60,1,1,3,1,0,14,3,7,4,3,7,7,0.6931471805599453,7,0,3,0.28583333333333333,0.05333333333333334
44,1,1,2,2,29,4,4,32,3,2,4,1,0,25,2,20,3,3,20,11,2.3978952727983707,10,0,4,0.28583333333333333,0.06416666666666666
42,1,4,1,0,2,5,4,79,4,2,1,7,0,16,1,10,3,4,4,3,0.0,3,0,4,0.045,0.0375
32,0,1,1,1,13,3,3,77,2,1,2,1,0,20,3,2,2,3,2,2,1.0986122886681098,2,0,4,0.28583333333333333,0.05333333333333334
32,0,5,2,1,2,2,4,38,3,2,3,4,1,14,4,10,2,3,8,7,0.0,7,0,3,0.28583333333333333,0.07833333333333334
36,0,2,0,2,1,3,3,77,1,3,1,2,1,21,3,17,2,3,7,7,2.0794415416798357,7,0,4,0.28583333333333333,0.0275
33,1,4,1,2,9,3,1,60,3,1,4,0,0,13,2,15,5,3,14,10,1.6094379124341003,10,0,2,0.28583333333333333,0.06416666666666666
25,1,5,2,2,10,4,3,57,3,2,4,0,0,14,2,5,4,3,4,3,0.6931471805599453,1,0,3,0.31083333333333335,0.225
42,0,4,1,1,26,5,1,60,3,3,1,3,1,17,3,20,6,3,1,0,0.0,0,0,3,0.28583333333333333,0.015833333333333335
27,1,5,1,2,14,3,1,42,3,1,1,1,1,14,4,9,3,2,9,7,1.9459101490553132,8,0,2,0.28583333333333333,0.07833333333333334
54,0,5,0,1,1,4,4,53,3,3,3,7,0,17,1,28,2,1,5,4,0.6931471805599453,4,0,3,0.28583333333333333,0.0275
44,0,5,1,2,2,1,1,72,4,1,4,1,0,13,4,10,5,3,10,5,2.0794415416798357,7,0,2,0.28583333333333333,0.07833333333333334
19,0,4,2,0,10,3,1,96,2,1,2,1,1,25,2,1,2,4,1,1,0.0,0,1,4,0.28583333333333333,0.06416666666666666
54,1,5,1,2,3,3,4,85,3,4,4,3,0,14,1,28,2,3,10,9,0.0,9,0,3,0.28583333333333333,0.015833333333333335
31,1,4,1,2,11,2,3,80,3,2,1,1,1,12,4,6,2,2,6,5,0.0,1,0,3,0.28583333333333333,0.07833333333333334
43,1,5,1,2,3,3,3,96,1,5,4,3,0,14,2,25,2,3,8,7,0.0,7,0,3,0.28583333333333333,0.015833333333333335
49,1,4,1,2,4,2,1,85,2,5,3,2,0,13,3,23,2,4,1,0,0.0,0,0,3,0.28583333333333333,0.07833333333333334
36,1,2,1,1,3,3,3,46,3,1,2,1,0,12,3,12,2,2,11,10,0.0,7,0,3,0.28583333333333333,0.06416666666666666
48,1,2,2,2,2,2,4,76,4,1,2,5,0,11,3,7,4,2,1,0,0.0,0,0,3,0.28583333333333333,0.05333333333333334
29,1,5,0,2,7,3,3,82,3,2,4,1,1,11,2,6,2,3,6,0,0.6931471805599453,0,0,3,0.28583333333333333,0.07833333333333334
48,1,5,2,2,1,3,4,76,2,5,4,6,0,12,3,25,3,4,1,0,0.0,0,0,4,0.28583333333333333,0.015833333333333335
29,0,5,0,2,1,3,4,87,2,4,4,3,0,14,2,9,2,2,7,7,0.6931471805599453,7,0,3,0.28583333333333333,0.015833333333333335
44,1,3,1,2,5,3,2,88,3,5,2,7,0,11,3,26,5,3,20,9,1.3862943611198906,10,0,2,0.31083333333333335,0.0425
23,1,5,1,2,1,2,4,47,3,1,3,1,0,22,4,1,2,3,1,0,0.0,1,0,4,0.28583333333333333,0.06416666666666666
26,1,5,2,2,4,2,3,53,3,1,4,1,1,20,2,8,2,2,8,5,1.0986122886681098,2,0,4,0.28583333333333333,0.06416666666666666
45,0,3,2,2,2,3,1,94,1,5,2,2,1,16,1,26,2,3,20,10,0.6931471805599453,10,1,2,0.31083333333333335,0.0425
55,1,4,0,0,8,1,4,37,2,4,2,1,1,15,4,28,3,3,20,9,2.3978952727983707,0,0,3,0.28583333333333333,0.0275
21,0,5,2,1,10,2,1,45,2,1,3,1,0,20,3,2,2,1,2,2,1.0986122886681098,2,1,2,0.28583333333333333,0.05333333333333334
46,0,3,1,2,4,2,4,33,2,5,2,2,0,14,3,26,2,3,11,4,0.0,8,0,3,0.31083333333333335,0.0425
34,0,3,2,2,2,3,3,86,3,2,1,0,1,12,4,4,3,3,3,2,0.0,2,0,3,0.31083333333333335,0.225
51,1,5,0,1,9,3,4,83,3,5,2,4,1,24,1,28,5,2,20,10,2.3978952727983707,10,0,4,0.31083333333333335,0.0425
59,1,4,2,2,18,4,4,67,3,3,4,6,0,12,4,25,6,2,9,7,1.791759469228055,4,0,3,0.28583333333333333,0.07833333333333334
34,0,4,0,1,19,3,3,46,3,2,2,4,0,13,3,15,2,4,11,8,1.791759469228055,10,0,3,0.28583333333333333,0.05333333333333334
28,1,4,2,1,1,4,4,44,3,1,3,0,1,11,3,5,2,2,4,2,0.0,2,0,3,0.28583333333333333,0.05333333333333334
44,1,5,0,2,4,2,3,92,4,5,1,1,0,14,4,26,4,2,20,9,2.3978952727983707,10,0,3,0.28583333333333333,0.07833333333333334
34,1,5,1,1,11,3,3,56,2,2,2,4,0,11,4,14,5,4,10,9,0.6931471805599453,8,0,3,0.045,0.0375
35,1,5,1,2,6,1,3,66,3,1,3,0,1,14,4,4,3,3,3,2,1.0986122886681098,2,0,3,0.28583333333333333,0.06416666666666666
42,0,4,1,2,7,4,2,78,4,2,2,6,1,16,4,18,2,3,1,0,0.0,0,0,3,0.28583333333333333,0.06416666666666666
43,0,3,2,2,4,4,4,56,2,3,4,3,0,14,4,23,3,4,20,7,2.3978952727983707,10,0,3,0.31083333333333335,0.225
36,0,5,2,2,2,4,3,53,3,2,2,8,1,11,4,18,2,3,16,11,1.791759469228055,10,0,3,0.28583333333333333,0.0275
28,1,5,1,1,2,3,4,52,2,1,4,1,1,12,2,2,2,3,2,2,1.0986122886681098,2,0,3,0.28583333333333333,0.05333333333333334
51,0,4,2,1,6,2,2,40,2,1,3,0,0,14,2,8,6,2,7,0,2.0794415416798357,7,0,3,0.28583333333333333,0.05333333333333334
30,0,4,2,0,9,2,3,72,3,2,3,7,1,18,3,10,3,3,8,4,0.6931471805599453,7,0,3,0.28583333333333333,0.0275
29,0,2,0,2,7,3,2,39,3,1,3,3,1,13,1,10,2,3,7,7,2.0794415416798357,7,1,2,0.28583333333333333,0.05333333333333334
28,1,2,2,2,1,3,4,84,3,1,1,2,0,11,2,5,2,2,3,2,0.6931471805599453,2,0,3,0.28583333333333333,0.06416666666666666
25,0,4,2,2,1,3,4,40,3,1,2,1,0,18,4,2,3,2,2,2,1.0986122886681098,1,0,3,0.28583333333333333,0.06416666666666666
32,1,4,1,2,8,3,3,56,4,2,4,1,0,15,3,10,4,4,10,7,0.0,8,0,3,0.31083333333333335,0.225
45,0,4,2,1,25,3,2,83,3,5,2,3,0,22,3,22,4,3,1,0,0.0,0,0,4,0.28583333333333333,0.0425
39,0,4,0,2,13,4,3,94,2,4,2,6,1,13,4,21,4,3,19,9,2.3978952727983707,2,0,3,0.28583333333333333,0.0425
58,1,5,0,2,23,4,1,88,3,1,3,1,0,12,4,2,3,3,2,2,1.0986122886681098,2,0,2,0.28583333333333333,0.06416666666666666
32,1,5,1,2,7,2,4,79,3,2,3,1,0,18,1,10,3,3,10,4,0.6931471805599453,1,1,3,0.28583333333333333,0.07833333333333334
36,0,2,1,2,10,4,4,63,3,3,3,3,0,12,1,10,0,3,7,7,0.6931471805599453,7,0,3,0.28583333333333333,0.0275
46,0,5,2,2,1,2,4,44,3,1,1,6,0,12,3,10,3,4,7,6,1.791759469228055,7,0,3,0.045,0.0375
28,0,5,1,0,1,3,3,55,1,2,4,0,0,11,1,10,6,3,9,8,2.0794415416798357,5,0,3,0.28583333333333333,0.07833333333333334
50,0,5,1,2,28,3,4,43,3,4,1,4,1,11,2,25,2,3,3,2,0.6931471805599453,2,0,3,0.28583333333333333,0.07833333333333334
40,1,3,2,2,25,4,4,57,2,3,2,2,1,12,3,9,2,3,5,4,0.6931471805599453,0,1,3,0.31083333333333335,0.225
52,1,5,2,2,5,3,2,64,3,3,2,8,1,19,3,10,2,2,8,7,2.0794415416798357,7,1,2,0.31083333333333335,0.225
31,0,5,0,0,2,4,4,57,3,3,3,1,1,19,1,10,5,2,10,8,2.302585092994046,6,0,3,0.31083333333333335,0.225
41,1,4,2,0,10,2,3,40,1,2,2,1,0,13,1,19,4,3,19,2,2.3978952727983707,9,0,3,0.31083333333333335,0.225
55,0,4,1,2,2,2,4,58,1,5,3,4,0,14,4,23,5,3,19,9,2.302585092994046,10,0,3,0.28583333333333333,0.0425
56,1,5,2,2,8,4,4,99,3,5,2,6,0,14,1,28,4,3,7,3,2.0794415416798357,7,0,3,0.045,0.0425
40,1,5,0,0,16,2,3,74,3,1,3,8,0,16,2,6,0,3,4,2,0.0,0,0,3,0.28583333333333333,0.06416666666666666
34,1,5,0,2,9,3,4,86,3,3,4,0,0,11,4,10,0,2,9,7,0.6931471805599453,6,0,3,0.28583333333333333,0.0275
41,0,3,0,1,1,3,3,66,3,2,1,0,0,17,4,10,2,3,9,3,0.6931471805599453,7,0,3,0.31083333333333335,0.225
35,1,5,2,1,4,4,3,87,3,2,3,1,1,11,2,9,3,3,9,6,0.6931471805599453,1,0,3,0.28583333333333333,0.06416666666666666
51,1,5,0,2,5,3,3,84,3,4,2,1,1,11,2,28,2,3,20,9,0.0,10,0,3,0.045,0.0425
38,0,5,0,2,2,2,2,31,3,2,1,3,0,15,4,11,3,3,7,7,0.6931471805599453,7,0,2,0.31083333333333335,0.225
34,0,4,2,2,15,2,3,66,3,2,1,1,0,12,4,10,6,4,10,8,2.302585092994046,6,0,3,0.31083333333333335,0.225
25,1,4,1,2,19,1,4,67,3,1,4,3,0,11,3,7,6,2,3,2,0.6931471805599453,2,0,3,0.28583333333333333,0.05333333333333334
58,0,4,1,2,7,4,3,53,2,3,1,7,1,14,4,28,0,2,10,9,1.791759469228055,9,1,3,0.28583333333333333,0.0275
40,1,5,1,2,1,4,2,88,3,1,2,3,0,22,3,7,3,3,4,2,0.0,3,0,3,0.28583333333333333,0.05333333333333334
36,0,3,1,1,7,3,1,83,4,2,1,2,0,16,4,17,2,2,15,7,1.9459101490553132,10,0,2,0.31083333333333335,0.225
48,1,5,2,2,4,3,4,54,3,3,4,1,0,11,3,11,2,3,10,9,0.0,8,0,3,0.28583333333333333,0.0275
27,0,4,1,2,11,3,3,98,4,1,4,8,0,14,2,5,4,3,1,0,0.0,0,0,3,0.31083333333333335,0.0575
51,0,2,2,2,11,2,4,82,2,4,2,3,0,16,2,28,1,2,5,2,0.0,3,0,3,0.28583333333333333,0.07833333333333334
18,0,5,2,0,1,3,4,97,3,1,4,1,0,15,3,1,5,4,1,0,0.0,0,0,4,0.28583333333333333,0.07833333333333334
35,0,4,1,2,1,3,4,60,2,2,4,0,0,12,2,10,0,3,9,7,0.0,0,0,3,0.28583333333333333,0.05333333333333334
27,1,5,2,1,2,1,4,43,1,2,4,3,0,20,2,8,3,3,6,2,0.0,0,0,4,0.31083333333333335,0.225
55,1,3,2,2,13,4,1,85,4,4,3,6,1,17,3,24,2,2,19,7,1.3862943611198906,8,1,2,0.31083333333333335,0.225
56,1,5,1,2,23,3,4,68,3,4,2,4,1,12,1,28,0,3,19,11,2.3978952727983707,9,0,3,0.28583333333333333,0.07833333333333334
34,0,2,0,0,26,1,1,92,2,1,3,1,0,20,3,5,2,3,5,4,0.0,0,0,3,0.28583333333333333,0.06416666666666666
40,0,4,0,2,2,1,2,89,4,2,3,5,0,20,2,15,0,3,12,11,2.3978952727983707,8,0,2,0.28583333333333333,0.07833333333333334
34,1,4,1,2,29,3,2,86,3,2,3,4,0,13,1,10,1,3,8,7,2.0794415416798357,7,0,2,0.28583333333333333,0.05333333333333334
31,0,5,2,1,2,3,3,90,2,1,4,7,0,14,3,3,3,4,1,0,0.0,0,1,3,0.31083333333333335,0.0575
38,1,5,0,1,7,3,4,57,4,1,3,1,0,11,4,4,2,3,4,2,0.0,3,0,3,0.28583333333333333,0.06416666666666666
34,0,2,2,2,2,4,3,98,3,2,4,1,0,11,4,14,2,4,14,11,1.6094379124341003,10,0,3,0.28583333333333333,0.0275
28,1,5,1,2,26,3,3,48,2,2,1,1,0,11,3,5,0,3,5,3,0.0,4,0,3,0.31083333333333335,0.225
39,1,5,1,2,21,4,1,44,2,2,4,3,1,12,4,8,2,4,5,4,0.6931471805599453,4,0,2,0.31083333333333335,0.225
51,1,3,1,1,2,3,2,52,3,3,2,2,0,11,2,14,5,3,4,2,1.3862943611198906,2,0,2,0.31083333333333335,0.225
41,0,5,0,1,22,3,4,75,3,2,4,3,1,14,1,12,4,2,6,2,1.3862943611198906,3,0,3,0.28583333333333333,0.07833333333333334
33,1,5,1,1,5,1,2,61,3,2,4,6,0,13,1,8,2,4,5,4,0.6931471805599453,2,0,2,0.31083333333333335,0.225
32,1,3,1,2,2,1,3,36,3,2,2,0,1,13,1,4,3,2,3,2,0.6931471805599453,2,0,3,0.31083333333333335,0.225
39,1,5,1,0,25,2,3,71,3,3,3,3,0,21,2,13,2,3,6,4,0.0,5,0,4,0.28583333333333333,0.07833333333333334
25,1,5,1,2,18,1,1,93,4,2,3,2,0,11,2,6,3,2,3,2,0.6931471805599453,2,0,2,0.31083333333333335,0.225
52,0,4,1,1,28,2,4,59,4,4,3,2,1,11,2,24,3,2,5,3,0.0,2,0,3,0.28583333333333333,0.0275
43,0,4,2,2,6,3,1,73,2,2,3,1,1,14,1,20,3,1,20,7,0.6931471805599453,8,0,2,0.28583333333333333,0.06416666666666666
27,0,3,1,2,10,3,4,98,2,2,4,1,1,11,4,6,3,3,6,2,1.6094379124341003,4,0,3,0.31083333333333335,0.225
27,0,5,2,2,17,4,4,51,3,1,3,1,1,13,4,8,2,3,8,2,2.0794415416798357,7,1,3,0.28583333333333333,0.06416666666666666
26,1,4,2,2,2,1,1,36,2,1,4,0,0,12,4,5,2,3,4,3,0.6931471805599453,1,0,3,0.28583333333333333,0.06416666666666666
42,0,0,1,2,10,3,3,31,3,4,1,0,0,14,3,21,5,3,20,7,0.0,9,0,3,0.045,0.0425
37,0,4,2,2,11,3,1,94,3,1,3,4,0,18,1,8,6,3,3,2,0.0,2,0,3,0.28583333333333333,0.07833333333333334
35,1,5,2,1,18,2,3,60,3,3,4,2,0,11,3,10,2,3,2,2,1.0986122886681098,2,0,3,0.28583333333333333,0.0275
